Number,GROWTH,FITNESS,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens,
11,4,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
12,4,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
13,4,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
14,4,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
15,4,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
16,4,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
17,4,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
18,4,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
19,4,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
0,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
1,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
2,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
3,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
4,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
5,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
6,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
7,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
8,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
9,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
10,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
11,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
12,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
13,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
14,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
15,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
16,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
17,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
18,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
19,4,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
0,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
1,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
2,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
3,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
4,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
5,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
6,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
7,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
8,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
9,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
10,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
11,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
12,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
13,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
14,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
15,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
16,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
17,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
18,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
19,4,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
0,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
1,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
2,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
3,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
4,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
5,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
6,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
7,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
8,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
9,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
10,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
11,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
12,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
13,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
14,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
15,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
16,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
17,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
18,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
19,4,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
0,4,0.85,78,0.477573,79,0.501128,78.95211208,0,0,0,0,300,300,300,
1,4,0.85,74,0.497486,75,0.502232,74.52970923,0,0,0,0,300,300,300,
2,4,0.85,120,0.491713,121,0.517229,120.3247766,0,0,0,0,300,300,300,
3,4,0.85,115,0.493581,116,0.514354,115.3090069,0,0,0,0,300,300,300,
4,4,0.85,72,0.490647,73,0.504616,72.66955401,0,0,0,0,300,300,300,
5,4,0.85,118,0.477433,119,0.501124,118.9525558,0,0,0,0,300,300,300,
6,4,0.85,77,0.478482,78,0.507967,77.72979481,0,0,0,0,300,300,300,
7,4,0.85,86,0.49705,87,0.519969,86.12871417,0,0,0,0,300,300,300,
8,4,0.85,89,0.454155,90,0.501484,89.96864502,0,0,0,0,300,300,300,
9,4,0.85,59,0.478277,60,0.500374,59.98307463,0,0,0,0,300,300,300,
10,4,0.85,61,0.480986,62,0.513981,61.57626913,0,0,0,0,300,300,300,
11,4,0.85,110,0.469272,111,0.507058,110.8132112,0,0,0,0,300,300,300,
12,4,0.85,64,0.493373,65,0.520553,64.24381898,0,0,0,0,300,300,300,
13,4,0.85,78,0.498199,79,0.511628,78.13411274,0,0,0,0,300,300,300,
14,4,0.85,102,0.485362,103,0.507386,102.6646386,0,0,0,0,300,300,300,
15,4,0.85,92,0.477023,93,0.508837,92.72222921,0,0,0,0,300,300,300,
16,4,0.85,96,0.494231,97,0.508148,96.41452899,0,0,0,0,300,300,300,
17,4,0.85,83,0.482168,84,0.503425,83.83887661,0,0,0,0,300,300,300,
18,4,0.85,92,0.487641,93,0.5131,92.48544719,0,0,0,0,300,300,300,
19,4,0.85,70,0.4784,71,0.510219,70.67883969,0,0,0,0,300,300,300,
0,4,0.9,37,0.478448,38,0.506766,37.7610707,199,0.463423,200,0.504274,199.8953759,162,162.1343052,
1,4,0.9,29,0.492726,30,0.508647,29.45688085,204,0.496831,205,0.532832,204.0880253,175,174.6311445,
2,4,0.9,31,0.485028,32,0.537638,31.28458468,197,0.494021,198,0.508966,197.4000669,166,166.1154822,
3,4,0.9,34,0.489583,35,0.508592,34.54800358,211,0.490511,212,0.501052,211.9001992,177,177.3521956,
4,4,0.9,33,0.473799,34,0.500349,33.98685499,181,0.474696,182,0.512158,181.6754578,148,147.6886028,
5,4,0.9,29,0.471969,30,0.503169,29.89842949,198,0.475975,199,0.503852,198.8618216,169,168.9633921,
6,4,0.9,32,0.48037,33,0.516358,32.5454596,186,0.486951,187,0.501667,186.8867219,154,154.3412623,
7,4,0.9,37,0.483333,38,0.518319,37.47639056,218,0.447817,219,0.50142,218.9735089,181,181.4971184,
8,4,0.9,37,0.499619,38,0.529143,37.01290476,202,0.490175,203,0.502874,202.773683,165,165.7607782,
9,4,0.9,34,0.497881,35,0.517241,34.10945248,190,0.488314,191,0.504623,190.7165369,156,156.6070844,
10,4,0.9,36,0.497514,37,0.521678,36.10288032,204,0.498026,205,0.572902,204.0263636,168,167.9234833,
11,4,0.9,37,0.484838,38,0.532143,37.3205158,203,0.492257,204,0.513575,203.3632142,166,166.0426984,
12,4,0.9,40,0.499274,41,0.53323,40.02138061,200,0.497191,201,0.519287,200.1271271,160,160.1057465,
13,4,0.9,35,0.476594,36,0.505208,35.81799119,210,0.497609,211,0.519461,210.1094179,175,174.2914267,
14,4,0.9,33,0.486148,34,0.510935,33.55884133,190,0.47102,191,0.513369,190.6843137,157,157.1254724,
15,4,0.9,38,0.477983,39,0.533078,38.39961884,188,0.492657,189,0.528105,188.2071485,150,149.8075297,
16,4,0.9,34,0.496542,35,0.530831,34.10084867,213,0.488836,214,0.5013,213.8956996,179,179.7948509,
17,4,0.9,37,0.486686,38,0.518678,37.41616654,197,0.473239,198,0.515873,197.6276915,160,160.211525,
18,4,0.9,40,0.470938,41,0.509503,40.75358486,196,0.492126,197,0.546662,196.1443817,156,155.3907968,
19,4,0.9,42,0.498615,43,0.52089,42.06217733,202,0.484838,203,0.512013,202.5579393,160,160.495762,
0,4,0.95,16,0.48419,17,0.523281,16.40444092,117,0.497143,118,0.52859,117.0908513,101,100.6864104,
1,4,0.95,21,0.494905,22,0.527559,21.15602989,126,0.474407,127,0.52157,126.54265,105,105.3866201,
2,4,0.95,26,0.498611,27,0.51117,26.11059798,121,0.482143,122,0.5,122,95,95.88940202,
3,4,0.95,21,0.487773,22,0.502417,21.83494947,122,0.457967,123,0.500923,122.9785129,101,101.1435634,
4,4,0.95,18,0.468571,19,0.512983,18.7076691,121,0.485357,122,0.503299,121.8161298,103,103.1084607,
5,4,0.95,26,0.49439,27,0.52282,26.19732677,135,0.448358,136,0.513732,135.7899471,109,109.5926203,
6,4,0.95,21,0.478326,22,0.523529,21.47948145,121,0.490087,122,0.534967,121.2208779,100,99.74139645,
7,4,0.95,22,0.487419,23,0.511827,22.51544576,123,0.486011,124,0.523477,123.3733785,101,100.8579328,
8,4,0.95,20,0.497459,21,0.509236,20.21575953,121,0.476054,122,0.500657,121.9732959,101,101.7575364,
9,4,0.95,20,0.485695,21,0.515625,20.47794855,117,0.493466,118,0.523077,117.2206612,97,96.74271269,
10,4,0.95,20,0.495364,21,0.508503,20.35284268,123,0.498249,124,0.503895,123.3101311,103,102.9572884,
11,4,0.95,20,0.484797,21,0.550069,20.23291764,116,0.462705,117,0.520328,116.6472242,96,96.41430656,
12,4,0.95,21,0.490767,22,0.533019,21.2185222,129,0.494268,130,0.514822,129.2788752,108,108.060353,
13,4,0.95,23,0.485065,24,0.509459,23.61224071,133,0.487238,134,0.509331,133.577649,110,109.9654083,
14,4,0.95,21,0.466484,22,0.508065,21.80604122,113,0.468493,114,0.525108,113.5565133,92,91.75047207,
15,4,0.95,21,0.47711,22,0.513747,21.62477823,123,0.465494,124,0.521754,123.613331,102,101.9885527,
16,4,0.95,22,0.494645,23,0.531412,22.14564691,126,0.490145,127,0.527143,126.2663657,104,104.1207188,
17,4,0.95,21,0.489262,22,0.523605,21.31266925,120,0.491525,121,0.530592,120.216935,99,98.90426576,
18,4,0.95,17,0.475371,18,0.508644,17.74020978,128,0.490775,129,0.52571,128.2640618,111,110.523852,
19,4,0.95,17,0.472513,18,0.500326,17.98827886,123,0.482663,124,0.513393,123.5641718,106,105.575893,
0,4,1,16,0.490176,17,0.522199,16.3067795,94,0.491271,95,0.528977,94.23150162,78,77.92472212,
1,4,1,18,0.472187,19,0.536976,18.42928584,90,0.444376,91,0.51118,90.83264475,72,72.40335892,
2,4,1,17,0.450809,18,0.505051,17.90688028,91,0.47039,92,0.535621,91.45392528,74,73.547045,
3,4,1,17,0.471863,18,0.503767,17.88192703,90,0.482042,91,0.514745,90.54912393,73,72.6671969,
4,4,1,15,0.480672,16,0.512914,15.59946653,93,0.482688,94,0.511574,93.59932147,78,77.99985494,
5,4,1,13,0.488911,14,0.530172,13.26875258,95,0.489409,96,0.510596,95.499882,82,82.23112943,
6,4,1,15,0.454604,16,0.521605,15.67754213,92,0.472676,93,0.51502,92.64528623,77,76.9677441,
7,4,1,15,0.482692,16,0.505754,15.75049866,88,0.487864,89,0.517926,88.40369902,73,72.65320037,
8,4,1,17,0.49965,18,0.544667,17.00777484,92,0.488291,93,0.531965,92.26810001,75,75.26032517,
9,4,1,15,0.473235,16,0.512535,15.68104326,96,0.487017,97,0.502052,96.86351846,81,81.1824752,
10,4,1,14,0.480869,15,0.524671,14.43676088,92,0.46209,93,0.509355,92.80207342,78,78.36531254,
11,4,1,16,0.495614,17,0.523353,16.15811673,88,0.45517,89,0.5,89,72,72.84188327,
12,4,1,14,0.446379,15,0.50689,14.8861364,92,0.487403,93,0.518683,92.40271739,78,77.51658099,
13,4,1,14,0.423024,15,0.500326,14.99578277,89,0.484076,90,0.538051,89.29502547,75,74.2992427,
14,4,1,19,0.490896,20,0.535344,19.20482361,95,0.448951,96,0.505597,95.90119338,76,76.69636976,
15,4,1,14,0.472464,15,0.5,15,88,0.474886,89,0.502558,88.90755999,74,73.90755999,
16,4,1,15,0.486613,16,0.521936,15.37898819,91,0.484555,92,0.506561,91.70185404,76,76.32286585,
17,4,1,18,0.482468,19,0.518551,18.48587978,93,0.49939,94,0.519632,93.03013536,75,74.54425558,
18,4,1,17,0.49871,18,0.542282,17.02960617,96,0.458752,97,0.503566,96.92042665,79,79.89082048,
19,4,1,15,0.494607,16,0.539,15.12148312,95,0.482881,96,0.511332,95.60170117,80,80.48021805,
0,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
1,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
2,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
3,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
4,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
5,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
6,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
7,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
8,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
9,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
10,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
11,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
12,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
13,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
14,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
15,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
16,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
17,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
18,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
19,4.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
0,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
1,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
2,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
3,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
4,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
5,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
6,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
7,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
8,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
9,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
10,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
11,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
12,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
13,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
14,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
15,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
16,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
17,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
18,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
19,4.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
0,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
1,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
2,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
3,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
4,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
5,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
6,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
7,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
8,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
9,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
10,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
11,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
12,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
13,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
14,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
15,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
16,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
17,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
18,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
19,4.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
0,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
1,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
2,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
3,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
4,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
5,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
6,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
7,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
8,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
9,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
10,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
11,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
12,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
13,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
14,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
15,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
16,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
17,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
18,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
19,4.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
0,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
1,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
2,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
3,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
4,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
5,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
6,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
7,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
8,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
9,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
10,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
11,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
12,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
13,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
14,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
15,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
16,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
17,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
18,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
19,4.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
0,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
1,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
2,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
3,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
4,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
5,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
6,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
7,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
8,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
9,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
10,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
11,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
12,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
13,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
14,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
15,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
16,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
17,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
18,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
19,4.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
0,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
1,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
2,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
3,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
4,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
5,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
6,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
7,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
8,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
9,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
10,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
11,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
12,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
13,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
14,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
15,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
16,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
17,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
18,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
19,4.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
0,4.5,0.85,70,0.481119,71,0.521866,70.46337154,0,0,0,0,300,300,300,
1,4.5,0.85,53,0.493564,54,0.507576,53.45932058,0,0,0,0,300,300,300,
2,4.5,0.85,52,0.474407,53,0.519679,52.56531631,0,0,0,0,300,300,300,
3,4.5,0.85,85,0.495435,86,0.500344,85.92992463,0,0,0,0,300,300,300,
4,4.5,0.85,63,0.474483,64,0.502786,63.90156521,0,0,0,0,300,300,300,
5,4.5,0.85,77,0.472222,78,0.527455,77.50292398,0,0,0,0,300,300,300,
6,4.5,0.85,67,0.486339,68,0.529161,67.31901826,0,0,0,0,300,300,300,
7,4.5,0.85,61,0.494581,62,0.53207,61.14454907,0,0,0,0,300,300,300,
8,4.5,0.85,84,0.472594,85,0.502882,84.9048468,0,0,0,0,300,300,300,
9,4.5,0.85,73,0.489251,74,0.518045,73.37330694,0,0,0,0,300,300,300,
10,4.5,0.85,93,0.484707,94,0.504277,93.7814512,0,0,0,0,300,300,300,
11,4.5,0.85,64,0.489687,65,0.509164,64.52949633,0,0,0,0,300,300,300,
12,4.5,0.85,70,0.483786,71,0.5007,70.95861417,0,0,0,0,300,300,300,
13,4.5,0.85,51,0.493694,52,0.517062,51.26985621,0,0,0,0,300,300,300,
14,4.5,0.85,61,0.492942,62,0.531646,61.18235841,0,0,0,0,300,300,300,
15,4.5,0.85,77,0.492459,78,0.518545,77.28908227,0,0,0,0,300,300,300,
16,4.5,0.85,93,0.484583,94,0.517483,93.46860182,0,0,0,0,300,300,300,
17,4.5,0.85,75,0.477235,76,0.500681,75.97095453,0,0,0,0,300,300,300,
18,4.5,0.85,70,0.495179,71,0.523592,70.16967585,0,0,0,0,300,300,300,
19,4.5,0.85,98,0.488243,99,0.50802,98.59447843,0,0,0,0,300,300,300,
0,4.5,0.9,32,0.474044,33,0.509601,32.72998284,172,0.491211,173,0.53576,172.1972884,140,139.4673055,
1,4.5,0.9,28,0.496196,29,0.50979,28.27982934,196,0.489161,197,0.503505,196.755647,168,168.4758176,
2,4.5,0.9,30,0.468963,31,0.513594,30.6954135,177,0.485182,178,0.504656,177.760912,147,147.0654985,
3,4.5,0.9,31,0.484375,32,0.512762,31.55042801,177,0.477368,178,0.531929,177.4148018,146,145.8643738,
4,4.5,0.9,32,0.479822,33,0.504416,32.82044401,183,0.488327,184,0.508669,183.5738374,151,150.7533934,
5,4.5,0.9,31,0.454835,32,0.515416,31.74553078,187,0.498609,188,0.503599,187.2787575,156,155.5332267,
6,4.5,0.9,32,0.468499,33,0.500693,32.97847425,179,0.499311,180,0.501724,179.2855367,147,146.3070624,
7,4.5,0.9,39,0.49431,40,0.510302,39.3558029,205,0.478462,206,0.505994,205.7822897,166,166.4264868,
8,4.5,0.9,33,0.498874,34,0.51901,33.05591975,187,0.487238,188,0.513488,187.4861714,154,154.4302517,
9,4.5,0.9,39,0.475498,40,0.505155,39.82617932,206,0.469805,207,0.513141,206.6967648,167,166.8705855,
10,4.5,0.9,33,0.467347,34,0.507883,33.80553089,194,0.454449,195,0.502504,194.947893,161,161.1423622,
11,4.5,0.9,26,0.491356,27,0.505109,26.62851741,189,0.48966,190,0.537623,189.2155828,163,162.5870654,
12,4.5,0.9,28,0.494109,29,0.543854,28.11842396,203,0.493562,204,0.530583,203.1739013,175,175.0554773,
13,4.5,0.9,35,0.460087,36,0.507682,35.83859649,194,0.480028,195,0.500983,194.95309,159,159.1144935,
14,4.5,0.9,31,0.488697,32,0.513617,31.45357143,194,0.487342,195,0.5,195,163,163.5464286,
15,4.5,0.9,39,0.4566,40,0.514604,39.74822426,200,0.483589,201,0.526159,200.3855062,161,160.637282,
16,4.5,0.9,38,0.476226,39,0.518293,38.56514608,176,0.473171,177,0.50569,176.8250254,138,138.2598793,
17,4.5,0.9,27,0.49845,28,0.520972,27.0688216,183,0.46266,184,0.503662,183.9106873,156,156.8418657,
18,4.5,0.9,30,0.481495,31,0.513158,30.58443609,186,0.495066,187,0.534851,186.1240166,156,155.5395805,
19,4.5,0.9,40,0.475685,41,0.521056,40.53591501,211,0.48301,212,0.504333,211.7967922,171,171.2608772,
0,4.5,0.95,21,0.471606,22,0.509066,21.75798185,122,0.490476,123,0.548239,122.1648806,101,100.4068988,
1,4.5,0.95,21,0.483224,22,0.503108,21.84369342,124,0.489883,125,0.55,124.1682885,103,102.3245951,
2,4.5,0.95,22,0.495505,23,0.500668,22.87061786,116,0.490057,117,0.521948,116.3117808,94,93.4411629,
3,4.5,0.95,20,0.449523,21,0.51032,20.83025478,118,0.469413,119,0.503324,118.9019787,98,98.07172393,
4,4.5,0.95,15,0.471567,16,0.506185,15.82133572,126,0.478033,127,0.512448,126.6382973,111,110.8169615,
5,4.5,0.95,22,0.483527,23,0.538799,22.29803517,123,0.491645,124,0.500969,123.8960746,101,101.5980395,
6,4.5,0.95,21,0.464472,22,0.536658,21.492173,122,0.480013,123,0.520806,122.4899615,101,100.9977885,
